CountryCode,City,Rating
1,Amritsar,3.5
1,Amritsar,3.4
1,Amritsar,3.4
1,Amritsar,3.5
1,Amritsar,3.6
1,Amritsar,3.9
1,Amritsar,3.4
1,Amritsar,3.7
1,Amritsar,3.5
1,Amritsar,3.8
1,Amritsar,3.8
1,Amritsar,4.1
1,Amritsar,4.1
1,Amritsar,3.8
1,Amritsar,3.5
1,Amritsar,4.1
1,Aurangabad,3.6
1,Aurangabad,3.3
1,Aurangabad,3.3
1,Aurangabad,3.1
1,Aurangabad,3.4
1,Aurangabad,3.4
1,Aurangabad,3.4
1,Aurangabad,3.3
1,Aurangabad,3.4
1,Aurangabad,3.6
1,Aurangabad,3.5
1,Aurangabad,3.3
1,Aurangabad,3.3
1,Aurangabad,3.4
1,Aurangabad,3.7
1,Aurangabad,3.2
1,Aurangabad,3.4
1,Aurangabad,3.3
1,Aurangabad,3.3
1,Aurangabad,3.3
1,Bangalore,4.1
1,Bangalore,4.7
1,Bangalore,4.8
1,Bangalore,3.9
1,Bangalore,4.2
1,Bangalore,4
1,Bangalore,4.3
1,Bangalore,4.6
1,Bangalore,4.7
1,Bangalore,4.7
1,Bangalore,4.1
1,Bangalore,4.3
1,Bangalore,4.5
1,Bangalore,4.6
1,Bangalore,4.4
1,Bangalore,4.6
1,Bangalore,4.2
1,Bangalore,4.5
1,Bangalore,3.9
1,Bangalore,4.4
1,Bhopal,3.3
1,Bhopal,3.4
1,Bhopal,4.9
1,Bhopal,3.9
1,Bhopal,4.2
1,Bhopal,4
1,Bhopal,4
1,Bhopal,4.1
1,Bhopal,3.8
1,Bhopal,3.8
1,Bhopal,3.5
1,Bhopal,3.6
1,Bhopal,3.6
1,Bhopal,4.1
1,Bhopal,4.4
1,Bhopal,4.1
1,Bhopal,4.3
1,Bhopal,3.9
1,Bhopal,3.8
1,Bhopal,4.3
1,Bhubaneshwar,3.9
1,Bhubaneshwar,4.1
1,Bhubaneshwar,4.6
1,Bhubaneshwar,4.5
1,Bhubaneshwar,3.9
1,Bhubaneshwar,4
1,Bhubaneshwar,3.7
1,Bhubaneshwar,4.1
1,Bhubaneshwar,3.6
1,Bhubaneshwar,3.8
1,Bhubaneshwar,3.7
1,Bhubaneshwar,3.7
1,Bhubaneshwar,3.8
1,Bhubaneshwar,4
1,Bhubaneshwar,4
1,Bhubaneshwar,4.3
1,Bhubaneshwar,4.1
1,Bhubaneshwar,3.8
1,Bhubaneshwar,4.2
1,Bhubaneshwar,4.3
1,Bhubaneshwar,3.5
1,Chandigarh,3.7
1,Chandigarh,4.2
1,Chandigarh,4.3
1,Chandigarh,4.1
1,Chandigarh,4
1,Chandigarh,4
1,Chandigarh,4.5
1,Chandigarh,4.3
1,Chandigarh,3.8
1,Chandigarh,3.4
1,Chandigarh,4.1
1,Chandigarh,4.1
1,Chandigarh,4
1,Chandigarh,4.2
1,Chandigarh,3.3
1,Chandigarh,4.4
1,Chandigarh,4.5
1,Chandigarh,4
1,Chennai,4.2
1,Chennai,3.8
1,Chennai,4.4
1,Chennai,4.2
1,Chennai,4.8
1,Chennai,4.2
1,Chennai,4.6
1,Chennai,4.1
1,Chennai,4
1,Chennai,4.6
1,Chennai,4.2
1,Chennai,3.8
1,Chennai,4.3
1,Chennai,4.4
1,Chennai,4.3
1,Chennai,4.5
1,Chennai,4.4
1,Chennai,4.9
1,Chennai,4.6
1,Chennai,4
1,Coimbatore,4.6
1,Coimbatore,3.9
1,Coimbatore,3.8
1,Coimbatore,3.5
1,Coimbatore,4.3
1,Coimbatore,4.1
1,Coimbatore,3.8
1,Coimbatore,4.5
1,Coimbatore,3.8
1,Coimbatore,3.9
1,Coimbatore,4.2
1,Coimbatore,4
1,Coimbatore,4
1,Coimbatore,4
1,Coimbatore,4.3
1,Coimbatore,4.2
1,Coimbatore,4.9
1,Coimbatore,4.2
1,Coimbatore,4.3
1,Coimbatore,4.4
1,Dehradun,3.6
1,Dehradun,3.8
1,Dehradun,3.9
1,Dehradun,3.9
1,Dehradun,4.2
1,Dehradun,4.9
1,Dehradun,4.3
1,Dehradun,4
1,Dehradun,3.8
1,Dehradun,4
1,Dehradun,4.1
1,Dehradun,3.9
1,Dehradun,3.9
1,Dehradun,3.9
1,Dehradun,3.9
1,Dehradun,4.4
1,Dehradun,4
1,Dehradun,4.1
1,Dehradun,4.2
1,Dehradun,4.2
1,Faridabad,2.9
1,Faridabad,2.8
1,Faridabad,2.8
1,Faridabad,2.9
1,Faridabad,2.8
1,Faridabad,3
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,2.9
1,Faridabad,3
1,Faridabad,2.9
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,2.8
1,Faridabad,3.4
1,Faridabad,3.4
1,Faridabad,3.8
1,Faridabad,3.6
1,Faridabad,3.6
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,2.1
1,Faridabad,4
1,Faridabad,4.1
1,Faridabad,3.2
1,Faridabad,2.7
1,Faridabad,3.4
1,Faridabad,2.4
1,Faridabad,1
1,Faridabad,2.8
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,3
1,Faridabad,3.2
1,Faridabad,2.8
1,Faridabad,1
1,Faridabad,2.8
1,Faridabad,3.1
1,Faridabad,3
1,Faridabad,3.1
1,Faridabad,2.9
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,3.3
1,Faridabad,3
1,Faridabad,2.6
1,Faridabad,2.9
1,Faridabad,2.9
1,Faridabad,3.1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,3.2
1,Faridabad,3.4
1,Faridabad,3.3
1,Faridabad,2.7
1,Faridabad,3.4
1,Faridabad,3.3
1,Faridabad,2.6
1,Faridabad,3.3
1,Faridabad,3.4
1,Faridabad,2.7
1,Faridabad,2.6
1,Faridabad,2.7
1,Faridabad,3.4
1,Faridabad,4.5
1,Faridabad,3.6
1,Faridabad,3.5
1,Faridabad,3.8
1,Faridabad,3.5
1,Faridabad,3.6
1,Faridabad,3.7
1,Faridabad,3.6
1,Faridabad,3.5
1,Faridabad,3.6
1,Faridabad,3.5
1,Faridabad,3.6
1,Faridabad,3.8
1,Faridabad,3.5
1,Faridabad,3.6
1,Faridabad,3.8
1,Faridabad,3.5
1,Faridabad,4.1
1,Faridabad,2.9
1,Faridabad,2.9
1,Faridabad,2.5
1,Faridabad,3.1
1,Faridabad,3
1,Faridabad,3.4
1,Faridabad,3.3
1,Faridabad,3.1
1,Faridabad,3.1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,2.8
1,Faridabad,2.7
1,Faridabad,2.7
1,Faridabad,2.7
1,Faridabad,2.8
1,Faridabad,2.7
1,Faridabad,3.2
1,Faridabad,3.4
1,Faridabad,3.3
1,Faridabad,1
1,Faridabad,3
1,Faridabad,3.3
1,Faridabad,2.8
1,Faridabad,3.1
1,Faridabad,2.8
1,Faridabad,3
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,2.6
1,Faridabad,2.9
1,Faridabad,1
1,Faridabad,1
1,Faridabad,3.1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,3.1
1,Faridabad,3.1
1,Faridabad,2.9
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,2.7
1,Faridabad,2.7
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,3
1,Faridabad,3.3
1,Faridabad,3.1
1,Faridabad,3.1
1,Faridabad,2.8
1,Faridabad,2.7
1,Faridabad,3.1
1,Faridabad,2.9
1,Faridabad,2.7
1,Faridabad,3.6
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,3
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,2.9
1,Faridabad,3.1
1,Faridabad,2.9
1,Faridabad,2.9
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,3.2
1,Faridabad,2.5
1,Faridabad,3.5
1,Faridabad,1
1,Faridabad,1
1,Faridabad,2.7
1,Faridabad,3
1,Faridabad,3
1,Faridabad,2.9
1,Faridabad,3
1,Faridabad,3.1
1,Faridabad,2.9
1,Faridabad,3
1,Faridabad,1
1,Faridabad,3
1,Faridabad,2.9
1,Faridabad,3.2
1,Faridabad,3.4
1,Faridabad,2.9
1,Faridabad,3
1,Faridabad,3.2
1,Faridabad,3.1
1,Faridabad,3.3
1,Faridabad,3.4
1,Faridabad,3.5
1,Faridabad,3.1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,2.9
1,Faridabad,3
1,Faridabad,2.8
1,Faridabad,2.8
1,Faridabad,2.6
1,Faridabad,3
1,Faridabad,3.1
1,Faridabad,3.1
1,Faridabad,3
1,Faridabad,3
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,1
1,Faridabad,3
1,Faridabad,3.1
1,Faridabad,3.3
1,Ghaziabad,2.8
1,Ghaziabad,3
1,Ghaziabad,3.6
1,Ghaziabad,3.9
1,Ghaziabad,1
1,Ghaziabad,1
1,Ghaziabad,2.5
1,Ghaziabad,3.4
1,Ghaziabad,3.3
1,Ghaziabad,3.4
1,Ghaziabad,3.2
1,Ghaziabad,2.9
1,Ghaziabad,2.6
1,Ghaziabad,3.3
1,Ghaziabad,3.2
1,Ghaziabad,3
1,Ghaziabad,2.7
1,Ghaziabad,2.6
1,Ghaziabad,3.3
1,Ghaziabad,3.1
1,Ghaziabad,3.6
1,Ghaziabad,3.6
1,Ghaziabad,1.8
1,Ghaziabad,3.3
1,Ghaziabad,3.2
1,Goa,4.5
1,Goa,4.8
1,Goa,4.4
1,Goa,3.5
1,Goa,4.6
1,Goa,3.8
1,Goa,4.3
1,Goa,4.2
1,Goa,4.4
1,Goa,3.7
1,Goa,4.3
1,Goa,3.8
1,Goa,4.2
1,Goa,4.6
1,Goa,3.7
1,Goa,4.5
1,Goa,4.7
1,Goa,4.3
1,Goa,4.4
1,Goa,4.2
1,Gurgaon,3.4
1,Gurgaon,2.7
1,Gurgaon,4.3
1,Gurgaon,4
1,Gurgaon,3
1,Gurgaon,3
1,Gurgaon,3
1,Gurgaon,1
1,Gurgaon,3
1,Gurgaon,3.1
1,Gurgaon,2.9
1,Gurgaon,1
1,Gurgaon,1
1,Gurgaon,1
1,Gurgaon,1
1,Gurgaon,1
1,Gurgaon,1
1,Gurgaon,1
1,Gurgaon,1
1,Gurgaon,1
1,Gurgaon,1
1,Gurgaon,1
1,Gurgaon,1
1,Gurgaon,1
1,Gurgaon,1
1,Gurgaon,1
1,Gurgaon,1
1,Gurgaon,2.8
1,Gurgaon,2.9
1,Gurgaon,3.9
